36d7aa99-9dfc-4f03-be36-f3d52a78dfbd;LastModifiedDate;0
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;DisplayName;Textil-Reparatur
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;WorkCity;Klein Kleckersdorf
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;PreferMailFormat;0
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;PopularityIndex;0
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;LastName;Schneiderei Dingsbums
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;PrimaryEmail;diefaulesocke@abteilung.nur-eintest.de
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;AllowRemoteContent;0
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;WebPage2;http://schneidereiabteilung.nur-eintest.de
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;WorkAddress;Bahnhofstr.
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;Notes;Immer Betriebsurlaub im August
f7077d7b-e91f-4ee2-96f4-9ea6c175e538;LastModifiedDate;0
238746bd-d3a9-4313-b3e6-dc7f861cc410;DisplayName;Uni Bibliothek
238746bd-d3a9-4313-b3e6-dc7f861cc410;WebPage1;www.ub.nur-eintest.de
238746bd-d3a9-4313-b3e6-dc7f861cc410;PreferMailFormat;0
238746bd-d3a9-4313-b3e6-dc7f861cc410;LastName;Bibliothek
238746bd-d3a9-4313-b3e6-dc7f861cc410;PopularityIndex;0
238746bd-d3a9-4313-b3e6-dc7f861cc410;PhotoType;generic
238746bd-d3a9-4313-b3e6-dc7f861cc410;Notes;"Öffnungszeiten der Bibliotheken im Sommersemester 1997:
* Zentralbibliothek: Mo-Fr 9-22 Uhr, Sa 10-18 Uhr
* Architektur und Kunst: Mo-Fr 9-21 Uhr
* abteilung: Mo-Fr 9-18 Uhr
* Wirtschaft und Management: Mo-Fr 9-22 Uhr, Sa 10-18 Uhr
* Mathematik: Mo-Fr 9-21 Uhr, Sa 10-18 Uhr
* Zentraleinrichtung: Mo 10-14 Uhr, Di-Fr 10-18 Uhr
* Zentrum für Sprechstundenwesen: Mo-Do 10-11 Uhr
"
238746bd-d3a9-4313-b3e6-dc7f861cc410;FirstName;Bibliothek der Universität
238746bd-d3a9-4313-b3e6-dc7f861cc410;PreferDisplayName;1
238746bd-d3a9-4313-b3e6-dc7f861cc410;PrimaryEmail;leihstelle@ub.nur-eintest.de
238746bd-d3a9-4313-b3e6-dc7f861cc410;WorkPhone;040 123-01
238746bd-d3a9-4313-b3e6-dc7f861cc410;LastModifiedDate;1480674741
238746bd-d3a9-4313-b3e6-dc7f861cc410;SecondEmail;mqfb@math.nur-eintest.de
